code,name,fund_type,规模(亿),window,strategy,annualized_return_pct,max_drawdown_pct,sharpe_ratio,win_rate_pct,total_return_pct,vs_lump_sum_pct,score
014528,汇添富MSCI中国A50互联互通ETF联接A,指数型-股票,6.75,0.25y,定期定额(周),10.05,3.02,1.576,61.5,4.9,-2.02,14.07
006020,广发沪深300指数增强A,指数型-股票,4.9,0.25y,定期定额(周),12.13,2.81,1.462,53.8,5.89,-0.89,14.05
022468,国泰海通中证A500指数增强C,指数型-股票,15.08,0.25y,定期定额(周),13.25,3.33,1.294,53.8,6.42,-0.17,14.03
003516,国泰融安多策略灵活配置混合A,混合型-灵活,3.87,0.25y,定期定额(周),18.66,4.03,0.933,38.5,8.93,3.84,14.02
001743,诺安优选回报混合A,混合型-灵活,9.54,0.25y,定期定额(周),16.36,6.35,0.857,53.8,7.87,2.49,14.01
016387,永赢低碳环保智选混合发起C,混合型-偏股,7.5,0.25y,价值平均法,14.96,18.47,0.749,66.7,7.22,0.72,14.01
519761,交银多策略回报灵活配置混合C,混合型-灵活,2.23,0.25y,价值平均法,6.82,2.61,1.782,66.7,3.36,-0.34,14.0
003986,申万菱信中证500指数优选增强A,指数型-股票,14.92,0.25y,定期定额(周),14.19,4.26,1.189,53.8,6.86,0.06,13.99
012839,东方红智华三年持有混合A,混合型-偏股,17.23,0.25y,定期定额(周),14.57,3.92,1.041,53.8,7.04,1.68,13.99
007470,博道叁佰智航股票A,股票型,5.12,0.25y,定期定额(周),12.64,3.0,1.346,53.8,6.13,-0.34,13.98
008854,南方内需增长两年股票A,股票型,8.65,0.25y,定期定额(周),17.45,3.36,1.095,38.5,8.37,2.46,13.98
010806,东财中证新能源车ETF发起式联接C,指数型-股票,2.61,0.25y,价值平均法,11.97,7.55,1.221,66.7,5.82,-2.47,13.98
006021,广发沪深300指数增强C,指数型-股票,2.52,0.25y,定期定额(周),12.01,2.8,1.44,53.8,5.84,-0.84,13.96
006679,广发道琼斯石油指数美元现汇A,指数型-海外股票,12.7,0.25y,价值平均法,2.75,10.36,1.543,100.0,1.37,-9.14,13.96
009341,易方达均衡成长股票,股票型,36.82,0.25y,定期定额(周),17.85,5.29,0.833,46.2,8.56,3.35,13.96
515700,新能源车ETF平安,指数型-股票,18.62,0.25y,价值平均法,12.18,8.24,1.195,66.7,5.92,-2.53,13.96
009576,东方红智远三年持有混合,混合型-偏股,21.22,0.25y,定期定额(周),19.68,4.13,0.687,38.5,9.4,5.19,13.93
007127,博道远航混合C,混合型-偏股,11.04,0.25y,价值平均法,19.25,10.34,1.34,33.3,9.2,1.3,13.92
013196,招商中证新能源汽车指数C,指数型-股票,2.13,0.25y,价值平均法,11.79,7.45,1.222,66.7,5.73,-2.5,13.92
011162,博时港股通领先趋势混合A,混合型-偏股,11.0,0.25y,价值平均法,12.34,6.92,1.059,66.7,5.99,-0.86,13.91
910006,东方红启盛三年持有混合A,混合型-偏股,4.32,0.25y,定期定额(周),19.25,3.93,0.752,38.5,9.2,4.63,13.91
000082,嘉实研究阿尔法股票A,股票型,4.52,0.25y,定期定额(周),12.68,3.1,1.311,53.8,6.15,-0.25,13.89
006680,广发道琼斯石油指数美元现汇C,指数型-海外股票,3.42,0.25y,价值平均法,2.64,10.38,1.528,100.0,1.31,-9.09,13.89
011649,易方达逆向投资混合A,混合型-偏股,3.74,0.25y,价值平均法,11.24,6.86,1.216,66.7,5.47,-0.86,13.89
260101,景顺长城优选混合,混合型-偏股,29.62,0.25y,定期定额(周),16.96,4.38,0.883,46.2,8.15,3.57,13.89
007471,博道叁佰智航股票C,股票型,3.56,0.25y,定期定额(周),12.52,3.0,1.324,53.8,6.08,-0.29,13.88
010699,东方红创新趋势混合,混合型-偏股,18.43,0.25y,定期定额(周),13.71,3.18,1.06,53.8,6.63,1.79,13.87
020065,西部利得科技创新混合C,混合型-偏股,7.49,0.25y,价值平均法,14.85,18.2,0.717,66.7,7.17,0.47,13.87
021864,中欧中证800研究智选混合发起A,混合型-偏股,3.02,0.25y,定期定额(周),13.95,4.02,1.109,53.8,6.75,1.29,13.86
516660,新能源车ETF华安,指数型-股票,2.57,0.25y,价值平均法,11.92,7.97,1.189,66.7,5.79,-2.51,13.86
561380,电网设备ETF国泰,指数型-股票,58.16,0.25y,定期定额(周),14.78,6.05,1.224,53.8,7.14,-2.51,13.85
014765,中欧碳中和混合发起A,混合型-偏股,3.13,0.25y,价值平均法,12.06,11.02,1.232,66.7,5.86,-3.54,13.84
005313,万家中证1000指数增强A,指数型-股票,8.49,0.25y,定期定额(周),14.56,4.7,1.08,53.8,7.03,0.36,13.83
010442,东方红启盛三年持有混合B,混合型-偏股,2.46,0.25y,定期定额(周),19.13,3.93,0.737,38.5,9.15,4.67,13.83
014305,华泰柏瑞中证500指数增强A,指数型-股票,3.2,0.25y,定期定额(周),14.06,4.28,1.148,53.8,6.8,0.02,13.83
015839,广发招利混合C,混合型-偏股,7.78,0.25y,定期定额(周),18.34,9.61,0.983,46.2,8.78,-0.45,13.83
012426,南方价值臻选混合A,混合型-灵活,2.07,0.25y,定期定额(周),13.6,4.2,1.184,53.8,6.58,0.66,13.81
021865,中欧中证800研究智选混合发起C,混合型-偏股,4.4,0.25y,定期定额(周),13.84,4.02,1.088,53.8,6.69,1.34,13.77
630008,华商策略精选混合,混合型-灵活,6.91,0.25y,定期定额(周),15.52,4.97,0.825,53.8,7.48,2.68,13.77
005314,万家中证1000指数增强C,指数型-股票,11.39,0.25y,定期定额(周),14.44,4.7,1.066,53.8,6.98,0.4,13.75
014306,华泰柏瑞中证500指数增强C,指数型-股票,2.72,0.25y,定期定额(周),13.94,4.29,1.132,53.8,6.74,0.06,13.75
161028,富国中证新能源汽车指数(LOF)A,指数型-股票,51.52,0.25y,价值平均法,11.53,7.57,1.195,66.7,5.61,-2.45,13.75
011163,博时港股通领先趋势混合C,混合型-偏股,2.74,0.25y,价值平均法,12.08,6.91,1.03,66.7,5.87,-0.79,13.74
001015,华夏沪深300指数增强A,指数型-股票,22.81,0.25y,定期定额(周),11.63,2.45,1.346,53.8,5.65,-0.34,13.73
160311,华夏蓝筹混合(LOF)A,混合型-灵活,19.44,0.25y,价值平均法,4.46,4.86,0.875,100.0,2.21,-2.07,13.73
014509,汇添富先进制造混合C,混合型-偏股,7.36,0.25y,价值平均法,12.68,7.83,0.855,66.7,6.15,1.41,13.71
015881,中欧小盘成长混合C,混合型-偏股,10.86,0.25y,定期定额(周),16.69,5.42,0.988,46.2,8.02,1.49,13.7
005395,泓德臻远回报混合,混合型-灵活,14.3,0.25y,定期定额(周),16.04,5.21,1.048,46.2,7.72,2.21,13.69
007275,银河沪深300指数增强A,指数型-股票,2.14,0.25y,定期定额(周),12.33,2.58,1.2,53.8,5.99,0.44,13.69
011328,景顺长城新能源产业股票A,股票型,17.62,0.25y,价值平均法,14.34,10.63,0.541,66.7,6.93,3.79,13.69
000978,景顺长城量化精选股票A,股票型,4.31,0.25y,定期定额(周),14.79,4.86,0.946,53.8,7.14,1.49,13.68
011329,景顺长城新能源产业股票C,股票型,23.33,0.25y,价值平均法,14.31,10.63,0.537,66.7,6.91,3.8,13.67
013175,海富通碳中和混合A,混合型-偏股,2.14,0.25y,价值平均法,18.14,6.77,1.458,33.3,8.69,-2.05,13.65
004335,华宝新飞跃灵活配置混合,混合型-灵活,2.28,0.25y,定期定额(周),7.3,1.38,1.579,61.5,3.59,-0.68,13.64
516390,新能源车ETF汇添富,指数型-股票,2.17,0.25y,价值平均法,11.58,8.26,1.153,66.7,5.63,-2.46,13.64
910021,东方红启华三年持有混合A,混合型-偏股,2.92,0.25y,定期定额(周),13.11,2.96,1.044,53.8,6.36,1.69,13.63
513350,标普油气ETF富国,指数型-海外股票,10.18,0.25y,价值平均法,2.0,11.77,1.615,100.0,0.99,-11.52,13.62
017641,摩根标普500指数(QDII)人民币A,指数型-海外股票,36.62,0.25y,价值平均法,14.76,7.03,1.868,33.3,7.12,0.29,13.61
159518,标普油气ETF嘉实,指数型-海外股票,21.51,0.25y,价值平均法,1.98,11.75,1.614,100.0,0.99,-11.5,13.61
012703,华夏核心成长混合A,混合型-偏股,2.96,0.25y,价值平均法,12.59,19.24,1.217,66.7,6.11,-6.54,13.6
001016,华夏沪深300指数增强C,指数型-股票,13.25,0.25y,定期定额(周),11.44,2.45,1.32,53.8,5.56,-0.3,13.59
001422,景顺长城安享回报混合A,混合型-灵活,10.89,0.25y,定期定额(周),4.82,0.7,2.076,53.8,2.38,-0.54,13.59
013422,太平智行三个月定开混合发起式,混合型-偏股,7.79,0.25y,定期定额(周),14.91,5.23,0.892,53.8,7.19,1.92,13.59
015950,华夏蓝筹混合(LOF)C,混合型-灵活,3.0,0.25y,价值平均法,4.29,4.86,0.845,100.0,2.12,-2.01,13.59
014325,国联安核心趋势一年持有混合A,混合型-偏股,3.53,0.25y,定期定额(周),19.26,6.76,0.369,46.2,9.21,6.93,13.55
019305,摩根标普500指数(QDII)人民币C,指数型-海外股票,14.18,0.25y,价值平均法,14.67,7.05,1.849,33.3,7.08,0.32,13.54
501057,汇添富中证新能源汽车产业指数(LOF)A,指数型-股票,38.63,0.25y,价值平均法,11.17,7.96,1.159,66.7,5.44,-2.45,13.51
519033,海富通国策导向混合A,混合型-偏股,3.58,0.25y,价值平均法,11.75,9.36,0.99,66.7,5.71,-0.1,13.5
014024,华富卓越成长一年持有期混合A,混合型-偏股,2.11,0.25y,定期定额(周),12.63,3.25,1.162,53.8,6.13,0.12,13.49
020075,财通资管创新成长混合A,混合型-偏股,3.4,0.25y,定期定额(周),14.97,4.85,0.832,53.8,7.23,1.63,13.48
070013,嘉实研究精选混合,混合型-偏股,7.87,0.25y,定期定额(周),12.08,3.06,1.235,53.8,5.87,-0.09,13.48
562660,中证2000ETF华夏,指数型-股票,4.5,0.25y,定期定额(周),14.82,5.58,0.905,53.8,7.15,1.21,13.48
202009,南方盛元红利混合,混合型-偏股,5.64,0.25y,定期定额(周),12.57,4.09,1.243,53.8,6.1,-0.3,13.47
501058,汇添富中证新能源汽车产业指数(LOF)C,指数型-股票,27.65,0.25y,价值平均法,11.08,7.97,1.15,66.7,5.39,-2.43,13.46
007177,浙商智能行业优选混合A,混合型-偏股,3.2,0.25y,定期定额(周),16.2,6.18,0.986,46.2,7.8,1.6,13.44
519008,汇添富优势精选混合,混合型-灵活,21.74,0.25y,定期定额(周),14.86,4.4,0.788,53.8,7.17,2.15,13.44
002935,泰康恒泰回报混合C,混合型-灵活,3.19,0.25y,定期定额(周),0.97,0.35,1.685,84.6,0.49,-1.65,13.41
013166,东兴宸祥量化混合A,混合型-偏股,2.54,0.25y,定期定额(周),14.53,5.93,0.942,53.8,7.02,0.97,13.41
020076,财通资管创新成长混合C,混合型-偏股,2.77,0.25y,定期定额(周),14.86,4.85,0.818,53.8,7.17,1.67,13.41
007835,国泰鑫睿混合,混合型-偏股,3.85,0.25y,定期定额(周),10.58,4.43,1.291,61.5,5.16,-1.57,13.4
011932,工银战略远见混合A,混合型-偏股,18.97,0.25y,定期定额(周),13.54,3.9,0.997,53.8,6.56,0.92,13.4
019300,海富通国策导向混合D,混合型-偏股,2.52,0.25y,价值平均法,11.6,9.38,0.971,66.7,5.64,-0.06,13.4
002251,华夏军工安全混合A,混合型-灵活,48.39,0.25y,定期定额(周),15.69,6.87,0.735,53.8,7.56,2.1,13.38
011956,鹏华新能源精选混合A,混合型-偏股,8.13,0.25y,价值平均法,17.23,8.79,1.475,33.3,8.27,-0.62,13.38
159531,中证2000ETF南方,指数型-股票,8.27,0.25y,定期定额(周),15.12,5.91,0.806,53.8,7.29,1.82,13.38
450010,国富策略回报混合A,混合型-灵活,7.53,0.25y,定期定额(周),13.0,3.6,1.055,53.8,6.3,0.94,13.38
000418,景顺长城成长之星股票A,股票型,19.5,0.25y,定期定额(周),14.66,3.71,1.065,46.2,7.08,1.7,13.37
673110,西部利得新润混合A,混合型-灵活,2.44,0.25y,定期定额(周),10.6,2.96,1.426,53.8,5.17,-0.01,13.37
003834,华夏能源革新股票A,股票型,80.15,0.25y,价值平均法,9.65,5.04,1.232,66.7,4.71,-1.87,13.32
159612,标普500ETF国泰,指数型-海外股票,7.45,0.25y,价值平均法,15.07,7.76,1.702,33.3,7.27,0.62,13.31
550002,中信保诚精萃成长混合A,混合型-偏股,8.78,0.25y,价值平均法,12.03,8.82,0.807,66.7,5.84,1.42,13.31
015356,西部利得新润混合C,混合型-灵活,2.24,0.25y,定期定额(周),10.53,2.92,1.403,53.8,5.13,0.03,13.3
018470,国富策略回报混合C,混合型-灵活,2.86,0.25y,定期定额(周),12.9,3.6,1.036,53.8,6.25,0.99,13.3
014793,华泰柏瑞匠心臻选混合C,混合型-偏股,4.08,0.25y,定期定额(周),10.14,4.31,1.356,61.5,4.95,-2.7,13.29
013566,华夏军工安全混合C,混合型-灵活,39.6,0.25y,定期定额(周),15.53,6.91,0.715,53.8,7.48,2.2,13.27
017850,交银启信混合发起A,混合型-偏股,2.19,0.25y,定期定额(周),13.53,4.1,0.953,53.8,6.55,1.16,13.27
018257,国泰海通沪深300指数增强发起A,指数型-股票,11.93,0.25y,定期定额(周),9.16,2.39,1.3,61.5,4.48,-1.01,13.27
450001,国富中国收益混合A,混合型-平衡,4.58,0.25y,定期定额(周),12.7,3.25,0.994,53.8,6.16,1.8,13.27
009234,鹏华优质企业混合A,混合型-偏股,2.33,0.25y,定期定额(周),11.62,5.63,1.14,61.5,5.65,-2.17,13.26
021503,景顺长城成长之星股票C,股票型,5.8,0.25y,定期定额(周),14.52,3.71,1.041,46.2,7.01,1.76,13.26
163208,诺安油气能源,QDII-普通股票,8.51,0.25y,价值平均法,6.95,9.76,2.003,66.7,3.42,-10.0,13.25
001423,景顺长城安享回报混合C,混合型-灵活,4.36,0.25y,定期定额(周),4.78,0.78,1.997,53.8,2.36,-0.5,13.23
007592,华夏价值精选混合A,混合型-偏股,10.67,0.25y,价值平均法,12.42,9.46,0.679,66.7,6.03,2.48,13.23
013141,中信保诚弘远混合A,混合型-偏股,6.23,0.25y,定期定额(周),12.2,4.2,1.237,53.8,5.92,-0.9,13.23
000312,华安沪深300增强A,指数型-股票,4.82,0.25y,定期定额(周),11.74,3.21,1.2,53.8,5.71,-0.06,13.21
012127,宏利新能源股票C,股票型,2.04,0.25y,价值平均法,11.33,9.98,1.047,66.7,5.51,-2.73,13.21
005457,景顺长城量化小盘股票A,股票型,3.93,0.25y,定期定额(周),13.93,4.88,0.899,53.8,6.74,1.24,13.2
320003,诺安先锋混合A,混合型-偏股,39.18,0.25y,定期定额(周),15.03,6.78,0.745,53.8,7.25,2.55,13.2
005794,银华心怡灵活配置混合A,混合型-灵活,24.62,0.25y,价值平均法,18.97,8.15,1.02,33.3,9.07,1.93,13.18
013188,华夏能源革新股票C,股票型,7.39,0.25y,价值平均法,9.44,5.04,1.201,66.7,4.62,-1.79,13.17
018258,国泰海通沪深300指数增强发起C,指数型-股票,7.86,0.25y,定期定额(周),9.05,2.39,1.274,61.5,4.43,-0.96,13.16
460009,华泰柏瑞量化先行混合A,混合型-偏股,3.14,0.25y,定期定额(周),12.96,4.22,1.031,53.8,6.28,0.39,13.15
017851,交银启信混合发起C,混合型-偏股,2.56,0.25y,定期定额(周),13.35,4.11,0.926,53.8,6.47,1.23,13.14
163415,兴全商业模式混合(LOF)A,混合型-偏股,139.93,0.25y,定期定额(周),12.32,3.77,1.128,53.8,5.98,-0.26,13.14
000313,华安沪深300增强C,指数型-股票,5.83,0.25y,定期定额(周),11.64,3.21,1.179,53.8,5.66,-0.01,13.13
012621,诺安先锋混合C,混合型-偏股,8.62,0.25y,定期定额(周),14.92,6.78,0.73,53.8,7.2,2.6,13.13
163417,兴全合宜混合(LOF)A,混合型-灵活,125.89,0.25y,定期定额(周),14.34,4.2,1.088,46.2,6.93,0.9,13.13
400015,东方新能源汽车混合,混合型-偏股,75.07,0.25y,价值平均法,10.84,10.37,1.093,66.7,5.28,-2.74,13.13
910028,东方红内需增长混合A,混合型-偏股,6.61,0.25y,价值平均法,14.64,6.49,1.808,33.3,7.07,-3.04,13.12
450008,国富沪深300指数增强A,指数型-股票,2.32,0.25y,定期定额(周),9.72,2.94,1.188,61.5,4.75,-0.79,13.11
002801,泓德泓信混合,混合型-灵活,2.11,0.25y,定期定额(周),12.88,4.17,1.023,53.8,6.24,0.3,13.09
020220,国联安沪深300指数增强A,指数型-股票,2.9,0.25y,定期定额(周),10.63,2.66,1.292,53.8,5.18,-0.53,13.08
010902,博时成长领航混合A,混合型-灵活,27.04,0.25y,定期定额(周),15.23,4.74,0.885,46.2,7.34,2.37,13.04
162411,华宝标普油气上游股票人民币A,指数型-海外股票,36.49,0.25y,价值平均法,0.95,11.27,1.492,100.0,0.48,-10.51,13.03
002670,万家沪深300指数增强A,指数型-股票,4.44,0.25y,定期定额(周),9.48,3.03,1.207,61.5,4.63,-0.91,13.02
450004,国富深化价值混合A,混合型-偏股,14.05,0.25y,价值平均法,11.64,12.25,0.784,66.7,5.66,1.3,13.02
005491,兴全合宜混合(LOF)C,混合型-灵活,11.21,0.25y,定期定额(周),14.18,4.2,1.061,46.2,6.85,0.97,13.01
010594,广发睿选三年持有期混合,混合型-偏股,4.41,0.25y,价值平均法,10.76,14.98,1.194,66.7,5.24,-5.59,13.01
007844,华宝标普油气上游股票人民币C,指数型-海外股票,6.12,0.25y,价值平均法,0.85,11.28,1.48,100.0,0.43,-10.47,12.97
159628,国证2000ETF万家,指数型-股票,5.09,0.25y,定期定额(周),14.15,5.62,0.78,53.8,6.84,1.82,12.97
018738,博时标普500ETF联接E(人民币),指数型-海外股票,16.31,0.25y,价值平均法,14.18,7.32,1.686,33.3,6.85,0.53,12.95
050025,博时标普500ETF联接A,指数型-海外股票,59.27,0.25y,价值平均法,14.18,7.32,1.687,33.3,6.85,0.53,12.95
161601,融通新蓝筹混合,混合型-偏股,9.11,0.25y,价值平均法,12.46,10.94,0.554,66.7,6.05,3.03,12.95
002671,万家沪深300指数增强C,指数型-股票,2.06,0.25y,定期定额(周),9.37,3.04,1.186,61.5,4.58,-0.87,12.92
004959,圆信永丰优悦生活混合,混合型-偏股,3.1,0.25y,定期定额(周),12.58,6.62,1.158,53.8,6.1,-1.37,12.92
010854,汇添富沪深300基本面增强指数A,指数型-股票,30.42,0.25y,定期定额(周),11.4,2.82,1.083,53.8,5.54,0.32,12.92
010903,博时成长领航混合C,混合型-灵活,3.9,0.25y,定期定额(周),15.06,4.73,0.858,46.2,7.27,2.45,12.92
519700,交银主题优选混合A,混合型-灵活,7.03,0.25y,定期定额(周),12.35,3.05,1.239,46.2,5.99,0.72,12.92
169103,东方红睿轩三年持有混合,混合型-偏股,8.22,0.25y,定期定额(周),11.59,3.26,1.073,53.8,5.64,0.72,12.9
007550,东兴未来价值混合C,混合型-灵活,2.24,0.25y,定期定额(周),13.41,5.56,0.905,53.8,6.49,0.71,12.89
001677,中银战略新兴产业股票A,股票型,4.02,0.25y,定期定额(周),12.08,3.84,1.061,53.8,5.87,-0.06,12.88
010437,嘉实竞争力优选混合A,混合型-偏股,22.92,0.25y,定期定额(周),11.67,4.04,1.146,53.8,5.67,-0.33,12.87
002849,金信智能中国2025混合A,混合型-灵活,4.68,0.25y,定期定额(周),7.18,1.11,1.176,61.5,3.53,-0.34,12.86
159687,亚太精选ETF南方,指数型-海外股票,17.9,0.25y,定期定额(周),15.49,7.31,0.486,53.8,7.46,4.14,12.85
020010,国泰金牛创新成长混合,混合型-偏股,14.51,0.25y,定期定额(周),10.65,5.28,1.061,61.5,5.19,-1.14,12.82
010812,中银战略新兴产业股票C,股票型,4.85,0.25y,定期定额(周),11.98,3.86,1.046,53.8,5.82,-0.02,12.81
180018,银华和谐主题混合,混合型-灵活,2.61,0.25y,价值平均法,12.87,4.6,1.845,33.3,6.24,-1.99,12.81
159633,中证1000ETF易方达,指数型-股票,21.72,0.25y,定期定额(周),13.36,5.13,0.843,53.8,6.47,1.18,12.8
512100,中证1000ETF南方,指数型-股票,230.82,0.25y,定期定额(周),13.37,5.17,0.839,53.8,6.48,1.22,12.8
002190,农银新能源主题A,混合型-灵活,71.15,0.25y,价值平均法,8.86,4.69,1.114,66.7,4.33,-1.45,12.79
560003,益民创新优势混合A,混合型-灵活,3.51,0.25y,定期定额(周),17.02,4.16,0.678,38.5,8.17,4.68,12.79
070001,嘉实成长收益混合A,混合型-偏股,14.99,0.25y,定期定额(周),10.2,2.41,1.155,53.8,4.98,0.99,12.78
010027,景顺长城核心中景一年持有混合,混合型-偏股,25.42,0.25y,定期定额(周),16.56,4.94,0.464,46.2,7.96,5.2,12.77
010438,嘉实竞争力优选混合C,混合型-偏股,2.7,0.25y,定期定额(周),11.53,4.05,1.124,53.8,5.61,-0.28,12.77
019555,中银中证1000指数增强A,指数型-股票,3.02,0.25y,定期定额(周),12.11,4.32,1.043,53.8,5.88,-0.21,12.77
310308,申万菱信盛利精选混合A,混合型-偏股,5.13,0.25y,定期定额(周),13.81,2.42,1.076,38.5,6.68,2.58,12.77
560110,中证1000ETF汇添富,指数型-股票,2.22,0.25y,定期定额(周),13.34,5.19,0.834,53.8,6.46,1.23,12.77
001556,天弘中证500指数增强A,指数型-股票,19.13,0.25y,定期定额(周),13.32,4.82,0.806,53.8,6.45,1.5,12.76
159629,中证1000ETF富国,指数型-股票,21.8,0.25y,定期定额(周),13.25,5.18,0.837,53.8,6.42,1.17,12.74
010855,汇添富沪深300基本面增强指数C,指数型-股票,2.41,0.25y,定期定额(周),11.17,2.81,1.038,53.8,5.44,0.42,12.72
021190,南方亚太精选ETF联接(QDII)C,指数型-海外股票,8.04,0.25y,定期定额(周),14.92,6.75,0.516,53.8,7.2,3.73,12.71
070027,嘉实周期优选混合,混合型-偏股,6.7,0.25y,定期定额(周),15.22,5.56,0.764,46.2,7.34,3.02,12.71
001557,天弘中证500指数增强C,指数型-股票,11.78,0.25y,定期定额(周),13.24,4.82,0.794,53.8,6.41,1.54,12.7
400003,东方精选混合,混合型-灵活,9.17,0.25y,定期定额(周),10.29,6.48,1.139,61.5,5.02,-2.17,12.7
001705,泓德战略转型股票,股票型,7.21,0.25y,定期定额(周),12.12,4.25,0.96,53.8,5.89,0.8,12.67
159680,中证1000增强ETF招商,指数型-股票,10.41,0.25y,定期定额(周),13.65,5.1,0.701,53.8,6.6,2.21,12.67
006341,中金MSCI质量A,指数型-股票,2.43,0.25y,定期定额(周),10.94,3.0,1.104,53.8,5.33,-0.44,12.65
008531,惠升惠民混合A,混合型-偏股,7.07,0.25y,定期定额(周),14.24,4.57,0.897,46.2,6.89,1.79,12.65
013294,东方红智选三年持有混合A,混合型-偏股,7.77,0.25y,定期定额(周),11.25,3.99,1.169,53.8,5.47,-1.6,12.64
017145,华宝海外新能源汽车股票发起式(QDII)C,QDII-普通股票,3.23,0.25y,价值平均法,11.03,9.84,0.73,66.7,5.37,0.61,12.64
006682,景顺长城中证500指数增强A,指数型-股票,4.18,0.25y,定期定额(周),13.24,5.05,0.741,53.8,6.41,1.97,12.59
270006,广发策略优选混合,混合型-灵活,29.91,0.25y,定期定额(周),12.29,5.59,1.011,53.8,5.96,-0.6,12.59
008532,惠升惠民混合C,混合型-偏股,7.1,0.25y,定期定额(周),14.13,4.58,0.881,46.2,6.83,1.83,12.57
159738,云计算ETF华泰柏瑞,指数型-股票,3.09,0.25y,价值平均法,17.6,8.56,1.066,33.3,8.44,-0.15,12.55
159845,中证1000ETF华夏,指数型-股票,71.49,0.25y,定期定额(周),12.95,5.18,0.805,53.8,6.28,1.25,12.55
007143,国投瑞银沪深300指数量化增强A,指数型-股票,5.82,0.25y,定期定额(周),9.0,2.45,1.0,61.5,4.4,0.08,12.54
562000,A100ETF华宝,指数型-股票,4.36,0.25y,定期定额(周),10.77,2.95,1.056,53.8,5.25,0.22,12.54
016935,景顺长城中证500指数增强C,指数型-股票,5.07,0.25y,定期定额(周),13.13,5.06,0.724,53.8,6.36,2.02,12.51
159379,A500ETF融通,指数型-股票,2.63,0.25y,定期定额(周),11.25,3.31,0.983,53.8,5.47,0.52,12.51
007484,信澳核心科技混合A,混合型-偏股,2.98,0.25y,价值平均法,13.54,14.21,0.104,66.7,6.56,6.39,12.5
011421,广发全球科技三个月定开混合(QDII)美元A,QDII-混合偏股,6.55,0.25y,价值平均法,9.04,7.59,0.958,66.7,4.42,0.31,12.5
012080,易方达中证500指数量化增强A,指数型-股票,4.72,0.25y,定期定额(周),11.97,4.41,0.924,53.8,5.82,0.5,12.47
519908,华夏兴华混合A,混合型-灵活,7.07,0.25y,定期定额(周),12.69,4.38,0.764,53.8,6.15,1.55,12.47
560010,中证1000ETF广发,指数型-股票,63.27,0.25y,定期定额(周),12.8,5.14,0.796,53.8,6.21,1.24,12.47
960004,华夏兴华混合H,混合型-灵活,6.3,0.25y,定期定额(周),12.69,4.38,0.764,53.8,6.15,1.55,12.47
001938,中欧时代先锋股票A,股票型,81.37,0.25y,定期定额(周),12.02,5.02,0.935,53.8,5.84,0.49,12.45
017042,富国碳中和混合C,混合型-偏股,2.33,0.25y,定期定额(周),12.13,6.68,0.637,61.5,5.89,1.02,12.45
560980,光伏龙头ETF广发,指数型-股票,4.87,0.25y,价值平均法,10.9,12.83,0.685,66.7,5.31,0.82,12.45
011860,南方中证1000ETF发起联接A,指数型-股票,4.03,0.25y,定期定额(周),12.63,4.96,0.798,53.8,6.13,1.31,12.44
016631,易方达中证1000ETF联接C,指数型-股票,2.66,0.25y,定期定额(周),12.47,4.85,0.826,53.8,6.05,1.09,12.43
011861,南方中证1000ETF发起联接C,指数型-股票,5.04,0.25y,定期定额(周),12.61,4.97,0.796,53.8,6.12,1.32,12.42
562570,信创ETF华夏,指数型-股票,5.06,0.25y,价值平均法,12.47,13.93,0.309,66.7,6.05,4.3,12.42
006809,泰康香港银行指数A,指数型-股票,4.35,0.25y,定期定额(周),8.64,2.15,0.972,61.5,4.23,-0.01,12.41
012081,易方达中证500指数量化增强C,指数型-股票,6.14,0.25y,定期定额(周),11.89,4.42,0.911,53.8,5.78,0.53,12.41
517390,云计算ETF天弘,指数型-股票,3.18,0.25y,价值平均法,17.38,8.64,1.041,33.3,8.34,-0.09,12.41
016924,广发百发大数据价值混合C,混合型-灵活,2.62,0.25y,定期定额(周),13.7,7.68,0.67,53.8,6.63,1.59,12.37
217005,招商先锋混合,混合型-偏股,5.59,0.25y,定期定额(周),9.44,4.37,1.015,61.5,4.61,-0.52,12.37
169102,东方红睿阳三年持有混合,混合型-偏股,4.06,0.25y,定期定额(周),10.63,3.9,1.15,53.8,5.18,-1.64,12.36
001974,景顺长城量化新动力股票A,股票型,4.33,0.25y,定期定额(周),10.88,3.27,0.977,53.8,5.3,0.56,12.35
002210,创金合信量化多因子股票A,股票型,2.14,0.25y,定期定额(周),12.29,4.76,0.814,53.8,5.97,1.04,12.34
004881,中银沪深300指数增强A,指数型-股票,5.49,0.25y,定期定额(周),8.61,2.81,1.034,61.5,4.22,-0.4,12.32
005994,国投瑞银中证500指数量化增强A,指数型-股票,9.74,0.25y,定期定额(周),12.46,4.72,0.756,53.8,6.05,1.56,12.31
007044,博道沪深300增强A,指数型-股票,12.73,0.25y,定期定额(周),10.41,2.86,1.002,53.8,5.08,0.49,12.31
010723,中欧价值成长混合A,混合型-偏股,14.32,0.25y,定期定额(周),10.55,3.4,1.035,53.8,5.14,0.08,12.29
004241,中欧时代先锋股票C,股票型,16.35,0.25y,定期定额(周),11.78,5.03,0.899,53.8,5.73,0.58,12.28
006810,泰康香港银行指数C,指数型-股票,2.92,0.25y,定期定额(周),8.51,2.16,0.944,61.5,4.17,0.04,12.28
210011,金鹰灵活配置混合C,混合型-灵活,2.07,0.25y,定期定额(周),7.23,1.62,1.375,53.8,3.55,0.27,12.27
