code,name,fund_type,规模(亿),window,strategy,annualized_return_pct,max_drawdown_pct,sharpe_ratio,win_rate_pct,total_return_pct,vs_lump_sum_pct,score
501046,财通多策略福鑫定开混合,混合型-灵活,3.35,0.25y,价值平均法,148.67,6.46,4.96,100.0,57.69,-15.31,77.5
006502,财通集成电路产业股票A,股票型,5.05,0.25y,价值平均法,140.64,6.27,4.947,100.0,55.13,-14.53,74.63
004320,前海开源沪港深乐享生活,混合型-灵活,10.57,0.25y,价值平均法,143.82,8.13,4.711,100.0,56.15,-11.94,74.46
018816,方正富邦核心优势混合C,混合型-偏股,5.54,0.25y,价值平均法,160.3,16.79,3.619,66.7,61.34,6.01,74.33
006503,财通集成电路产业股票C,股票型,8.0,0.25y,价值平均法,139.93,6.28,4.93,100.0,54.9,-14.45,74.31
001480,财通成长优选混合A,混合型-灵活,21.89,0.25y,价值平均法,136.69,6.23,4.879,100.0,53.85,-14.96,72.93
021528,财通成长优选混合C,混合型-灵活,11.17,0.25y,价值平均法,136.34,6.24,4.875,100.0,53.73,-14.87,72.79
014915,财通匠心优选一年持有混合A,混合型-偏股,2.43,0.25y,价值平均法,143.09,6.44,4.931,66.7,55.92,-14.65,72.06
001986,前海开源人工智能主题混合A,混合型-灵活,5.48,0.25y,价值平均法,133.24,8.98,4.249,66.7,52.72,-5.9,66.3
720001,财通价值动量混合A,混合型-灵活,27.22,0.25y,价值平均法,106.25,5.19,4.723,100.0,43.61,-14.08,61.68
002692,富国创新科技混合A,混合型-偏股,45.78,0.25y,价值平均法,106.71,6.16,4.711,100.0,43.77,-17.0,60.89
002770,安信新回报混合A,混合型-灵活,2.03,0.25y,价值平均法,119.31,11.0,4.306,66.7,48.09,-4.76,60.89
011120,富国创新科技混合C,混合型-偏股,32.83,0.25y,价值平均法,106.34,6.19,4.698,100.0,43.65,-16.94,60.7
001170,宏利复兴混合A,混合型-灵活,13.02,0.25y,价值平均法,103.18,6.58,4.524,100.0,42.54,-12.03,59.36
017612,宏利复兴混合C,混合型-灵活,18.61,0.25y,价值平均法,103.02,6.57,4.521,100.0,42.48,-11.98,59.3
016558,安信洞见成长混合A,混合型-偏股,3.83,0.25y,价值平均法,115.69,11.65,4.149,66.7,46.86,-4.59,59.06
005825,申万菱信智能驱动股票A,股票型,3.91,0.25y,价值平均法,114.98,10.3,4.044,66.7,46.62,-3.12,58.94
015159,申万菱信智能驱动股票C,股票型,12.82,0.25y,价值平均法,114.7,10.32,4.035,66.7,46.53,-3.08,58.82
001184,易方达新常态灵活配置混合,混合型-灵活,28.84,0.25y,价值平均法,105.49,6.41,5.004,66.7,43.35,-11.97,58.2
021523,财通价值动量混合C,混合型-灵活,4.2,0.25y,价值平均法,105.96,5.23,4.713,66.7,43.51,-14.04,58.19
001048,富国新兴产业股票A,股票型,66.66,0.25y,价值平均法,108.29,6.98,4.528,66.7,44.32,-8.15,58.18
011369,华商均衡成长混合A,混合型-偏股,26.39,0.25y,价值平均法,98.78,7.11,4.984,100.0,40.99,-18.55,57.96
015686,富国新兴产业股票C,股票型,20.43,0.25y,价值平均法,107.81,7.03,4.513,66.7,44.16,-8.09,57.95
011370,华商均衡成长混合C,混合型-偏股,43.04,0.25y,价值平均法,98.36,7.11,4.97,100.0,40.84,-18.47,57.77
162201,宏利成长混合,混合型-灵活,20.57,0.25y,价值平均法,99.2,6.62,4.38,100.0,41.14,-10.34,57.63
001437,易方达瑞享混合I,混合型-灵活,31.99,0.25y,价值平均法,101.03,7.41,4.11,100.0,41.78,-10.4,57.32
001198,东方惠新灵活配置混合A,混合型-灵活,2.26,0.25y,价值平均法,114.64,13.75,3.339,66.7,46.5,3.66,57.18
002163,东方惠新灵活配置混合C,混合型-灵活,2.64,0.25y,价值平均法,114.42,13.77,3.332,66.7,46.43,3.69,57.08
001753,红土创新新兴产业混合A,混合型-灵活,15.31,0.25y,价值平均法,104.66,6.17,4.54,66.7,43.06,-9.7,57.07
008326,东财通信A,指数型-股票,3.04,0.25y,价值平均法,102.73,6.44,4.665,66.7,42.38,-12.22,56.26
008327,东财通信C,指数型-股票,11.67,0.25y,价值平均法,102.54,6.45,4.658,66.7,42.32,-12.19,56.17
019830,华夏数字产业混合C,混合型-偏股,6.17,0.25y,价值平均法,104.58,6.54,4.215,66.7,43.03,-11.31,55.88
001956,国联安科技动力,股票型,6.8,0.25y,价值平均法,101.11,10.49,3.706,100.0,41.81,-8.09,55.77
001194,景顺长城稳健回报混合A,混合型-灵活,29.0,0.25y,价值平均法,94.65,6.83,4.307,100.0,39.52,-9.2,55.75
008734,交银科锐科技创新混合A,混合型-偏股,2.75,0.25y,价值平均法,104.67,9.59,4.132,66.7,43.06,-1.04,55.71
001407,景顺长城稳健回报混合C,混合型-灵活,24.22,0.25y,价值平均法,94.45,6.83,4.302,100.0,39.45,-9.2,55.66
000688,景顺长城研究精选股票A,股票型,19.9,0.25y,价值平均法,94.03,7.02,4.36,100.0,39.29,-8.93,55.59
257070,国联安优选行业混合,混合型-偏股,7.24,0.25y,价值平均法,105.86,8.25,3.726,66.7,43.48,-4.4,55.16
003853,金鹰信息产业股票A,股票型,5.15,0.25y,价值平均法,105.42,11.42,3.823,66.7,43.33,1.2,55.09
005885,金鹰信息产业股票C,股票型,3.67,0.25y,价值平均法,105.14,11.44,3.813,66.7,43.23,1.24,54.96
008382,融通产业趋势股票,股票型,3.56,0.25y,价值平均法,106.71,9.11,3.82,66.7,43.78,-10.55,54.86
005844,东方人工智能主题混合A,混合型-偏股,10.29,0.25y,价值平均法,109.76,15.91,3.299,66.7,44.83,0.43,54.76
002892,华夏移动互联混合美元现汇,QDII-混合灵活,6.69,0.25y,价值平均法,106.48,12.58,3.717,66.7,43.7,-2.35,54.69
002893,华夏移动互联混合美元现钞,QDII-混合灵活,6.69,0.25y,价值平均法,106.48,12.58,3.717,66.7,43.7,-2.35,54.69
000390,华商优势行业混合A,混合型-灵活,82.05,0.25y,价值平均法,90.19,6.3,4.678,100.0,37.91,-14.66,54.66
001877,宝盈国家安全沪港深股票A,股票型,5.26,0.25y,价值平均法,103.36,8.97,4.126,66.7,42.6,-8.06,54.66
017811,东方人工智能主题混合C,混合型-偏股,97.6,0.25y,价值平均法,109.49,15.93,3.29,66.7,44.74,0.47,54.64
005914,景顺长城智能生活混合A,混合型-偏股,6.81,0.25y,价值平均法,91.98,6.7,4.227,100.0,38.56,-9.57,54.55
013613,宝盈国家安全沪港深股票C,股票型,2.35,0.25y,价值平均法,102.94,9.0,4.112,66.7,42.46,-8.0,54.47
001075,宝盈转型动力混合A,混合型-灵活,13.21,0.25y,价值平均法,101.38,7.78,4.171,66.7,41.91,-7.86,54.4
015389,宝盈转型动力混合C,混合型-灵活,13.81,0.25y,价值平均法,101.03,7.8,4.158,66.7,41.79,-7.8,54.24
013389,华夏成长先锋一年持有混合A,混合型-偏股,5.86,0.25y,价值平均法,101.0,8.72,4.024,66.7,41.78,-2.52,54.14
005774,华夏产业升级混合A,混合型-偏股,2.41,0.25y,价值平均法,100.54,11.79,4.163,66.7,41.61,-0.3,53.94
001438,易方达瑞享混合E,混合型-灵活,24.93,0.25y,价值平均法,100.88,7.42,4.105,66.7,41.73,-10.38,53.92
014023,宏利景气领航两年持有混合,混合型-偏股,6.18,0.25y,价值平均法,93.46,8.23,4.07,100.0,39.09,-12.86,53.87
009867,工银创新精选一年定开混合A,混合型-偏股,3.43,0.25y,价值平均法,100.11,8.98,4.026,66.7,41.46,-2.18,53.78
016370,信澳业绩驱动混合A,混合型-偏股,8.76,0.25y,价值平均法,95.02,9.61,3.767,100.0,39.65,-12.06,53.45
016371,信澳业绩驱动混合C,混合型-偏股,28.5,0.25y,价值平均法,94.61,9.63,3.755,100.0,39.5,-12.0,53.27
513310,中韩半导体ETF华泰柏瑞,指数型-海外股票,52.15,0.25y,价值平均法,110.43,19.78,2.623,66.7,45.06,1.78,53.17
019829,华夏数字产业混合A,混合型-偏股,3.57,0.25y,价值平均法,105.02,6.52,4.228,33.3,43.19,-11.37,52.74
000697,汇添富移动互联股票A,股票型,26.24,0.25y,价值平均法,98.58,9.31,3.976,66.7,40.92,-5.28,52.7
570008,诺德周期策略混合,混合型-偏股,9.08,0.25y,价值平均法,99.64,8.48,3.783,66.7,41.29,-6.74,52.68
011815,恒越优势精选混合A,混合型-偏股,6.33,0.25y,价值平均法,96.75,10.12,4.122,66.7,40.27,-1.46,52.6
460007,华泰柏瑞行业领先混合,混合型-偏股,2.65,0.25y,价值平均法,88.69,7.08,4.09,100.0,37.36,-12.27,52.54
015199,汇添富移动互联股票D,股票型,3.58,0.25y,价值平均法,98.2,9.35,3.967,66.7,40.78,-5.25,52.53
015198,汇添富移动互联股票C,股票型,6.88,0.25y,价值平均法,98.14,9.36,3.96,66.7,40.76,-5.22,52.49
002891,华夏移动互联混合人民币,QDII-混合灵活,6.69,0.25y,价值平均法,101.19,12.61,3.593,66.7,41.84,-1.96,52.48
001521,国寿安保成长优选股票A,股票型,2.99,0.25y,价值平均法,95.52,13.28,4.536,66.7,39.83,-5.1,52.37
010020,华夏线上经济主题精选混合,混合型-偏股,11.64,0.25y,价值平均法,98.13,10.24,3.87,66.7,40.76,-3.44,52.26
519644,银河智联混合A,混合型-灵活,3.71,0.25y,价值平均法,98.88,9.69,3.742,66.7,41.02,-4.6,52.21
017730,嘉实全球产业升级股票发起式(QDII)A,QDII-普通股票,9.22,0.25y,价值平均法,91.82,8.1,4.48,66.7,38.5,-1.47,52.13
011891,易方达先锋成长混合A,混合型-偏股,20.9,0.25y,价值平均法,98.38,8.07,3.871,66.7,40.85,-12.13,52.0
018998,景顺长城研究精选股票C,股票型,18.49,0.25y,价值平均法,93.48,7.09,4.342,66.7,39.1,-8.9,51.99
009491,宝盈创新驱动股票A,股票型,7.46,0.25y,价值平均法,96.33,7.88,3.92,66.7,40.12,-6.68,51.96
017102,大摩数字经济混合A,混合型-偏股,46.08,0.25y,价值平均法,97.31,10.16,3.97,66.7,40.47,-6.28,51.94
017731,嘉实全球产业升级股票发起式(QDII)C,QDII-普通股票,11.5,0.25y,价值平均法,91.39,8.14,4.462,66.7,38.34,-1.42,51.91
009644,东方阿尔法优势产业混合A,混合型-偏股,13.11,0.25y,价值平均法,97.94,8.81,3.807,66.7,40.69,-7.94,51.9
011892,易方达先锋成长混合C,混合型-偏股,23.2,0.25y,价值平均法,98.1,8.08,3.863,66.7,40.75,-12.09,51.88
159582,半导体ETF博时,指数型-股票,3.35,0.25y,价值平均法,100.72,14.66,3.354,66.7,41.68,1.77,51.86
588810,科创芯片ETF富国,指数型-股票,5.2,0.25y,价值平均法,100.76,14.32,3.21,66.7,41.69,4.55,51.82
010115,易方达远见成长混合A,混合型-偏股,29.33,0.25y,价值平均法,97.93,8.08,3.856,66.7,40.69,-12.09,51.8
017103,大摩数字经济混合C,混合型-偏股,30.94,0.25y,价值平均法,96.89,10.21,3.955,66.7,40.32,-6.22,51.75
009645,东方阿尔法优势产业混合C,混合型-偏股,11.75,0.25y,价值平均法,97.58,8.83,3.795,66.7,40.56,-7.89,51.73
018777,金信精选成长混合C,混合型-偏股,2.32,0.25y,价值平均法,100.99,14.8,3.318,66.7,41.77,0.51,51.73
011412,易方达远见成长混合C,混合型-偏股,22.95,0.25y,价值平均法,97.62,8.08,3.848,66.7,40.58,-12.05,51.67
561980,半导体设备ETF招商,指数型-股票,32.73,0.25y,价值平均法,100.28,14.76,3.325,66.7,41.52,1.81,51.62
560780,半导体设备ETF广发,指数型-股票,33.61,0.25y,价值平均法,100.97,15.3,3.209,66.7,41.76,2.62,51.61
588990,科创芯片ETF博时,指数型-股票,4.8,0.25y,价值平均法,100.21,14.39,3.193,66.7,41.49,4.6,51.58
562590,半导体设备ETF华夏,指数型-股票,24.77,0.25y,价值平均法,100.82,15.26,3.212,66.7,41.71,2.57,51.57
159327,半导体设备ETF万家,指数型-股票,9.52,0.25y,价值平均法,100.61,15.17,3.234,66.7,41.64,2.45,51.54
501085,财通科创主题灵活配置混合(LOF),混合型-灵活,2.45,0.25y,价值平均法,84.22,7.85,4.322,100.0,35.73,-9.37,51.49
588890,科创芯片ETF南方,指数型-股票,16.69,0.25y,价值平均法,100.02,14.47,3.178,66.7,41.43,4.66,51.47
159558,半导体设备ETF易方达,指数型-股票,46.4,0.25y,价值平均法,100.42,15.24,3.207,66.7,41.57,2.55,51.41
007872,金信稳健策略混合A,混合型-灵活,10.38,0.25y,价值平均法,100.25,14.85,3.298,66.7,41.51,0.47,51.4
007490,南方信息创新混合A,混合型-偏股,31.49,0.25y,价值平均法,99.52,13.03,3.337,66.7,41.25,-0.25,51.35
013841,银华集成电路混合C,混合型-偏股,52.92,0.25y,价值平均法,100.79,14.59,3.136,66.7,41.7,1.25,51.29
016667,景顺长城全球半导体芯片股票A(QDII-LOF)(美元现汇),QDII-普通股票,5.12,0.25y,价值平均法,94.68,11.17,3.778,66.7,39.53,2.92,51.24
588200,科创芯片ETF嘉实,指数型-股票,386.07,0.25y,价值平均法,99.32,14.44,3.167,66.7,41.18,4.6,51.18
007491,南方信息创新混合C,混合型-偏股,27.56,0.25y,价值平均法,99.01,13.07,3.319,66.7,41.07,-0.16,51.12
021594,上银数字经济混合发起式C,混合型-偏股,2.51,0.25y,价值平均法,97.13,12.69,3.53,66.7,40.4,0.74,51.1
010415,华泰柏瑞质量精选混合A,混合型-偏股,8.47,0.25y,价值平均法,86.91,7.57,3.966,100.0,36.72,-16.49,50.98
008528,华泰柏瑞质量成长A,混合型-偏股,14.95,0.25y,价值平均法,87.67,8.08,3.755,100.0,36.99,-13.2,50.92
588290,科创芯片ETF华安,指数型-股票,36.04,0.25y,价值平均法,98.48,14.34,3.173,66.7,40.88,4.47,50.89
010416,华泰柏瑞质量精选混合C,混合型-偏股,13.2,0.25y,价值平均法,86.61,7.57,3.955,100.0,36.61,-16.43,50.85
011452,华泰柏瑞质量成长C,混合型-偏股,76.48,0.25y,价值平均法,87.43,8.09,3.748,100.0,36.91,-13.16,50.82
007349,华夏科技创新混合A,混合型-偏股,8.4,0.25y,价值平均法,92.95,8.81,3.896,66.7,38.9,-2.84,50.77
519770,交银优择回报灵活配置混合A,混合型-灵活,14.7,0.25y,价值平均法,95.6,12.45,3.719,66.7,39.86,-2.0,50.76
009970,财通内需增长12个月定开混合,混合型-偏股,2.12,0.25y,价值平均法,95.97,11.18,3.909,66.7,39.99,-10.03,50.75
519771,交银优择回报灵活配置混合C,混合型-灵活,15.49,0.25y,价值平均法,95.46,12.46,3.713,66.7,39.81,-1.98,50.7
009994,嘉实创新先锋混合A,混合型-偏股,16.9,0.25y,价值平均法,96.94,12.76,3.207,66.7,40.33,5.3,50.67
010557,汇添富数字生活六个月持有混合,混合型-偏股,27.21,0.25y,价值平均法,94.05,10.91,3.824,66.7,39.3,-2.74,50.6
011665,汇添富数字经济引领发展三年持有混合A,混合型-偏股,30.72,0.25y,价值平均法,93.96,10.96,3.818,66.7,39.27,-2.71,50.54
519773,交银数据产业灵活配置混合A,混合型-灵活,5.09,0.25y,价值平均法,101.6,11.14,3.91,33.3,41.99,0.39,50.53
001144,大成互联网思维混合A,混合型-灵活,3.76,0.25y,价值平均法,91.46,8.68,4.008,66.7,38.37,-4.9,50.32
159325,半导体ETF南方,指数型-股票,3.4,0.25y,价值平均法,97.2,15.43,3.044,66.7,40.43,6.79,50.24
018291,广发新兴成长混合C,混合型-灵活,4.08,0.25y,价值平均法,85.55,8.35,3.694,100.0,36.22,-9.97,50.23
011399,汇添富数字未来混合A,混合型-偏股,47.51,0.25y,价值平均法,93.82,10.04,3.783,66.7,39.22,-6.43,50.19
006265,红土创新新科技股票A,股票型,6.17,0.25y,价值平均法,88.08,5.97,4.242,66.7,37.14,-9.61,50.09
008980,中邮科技创新精选混合A,混合型-偏股,3.14,0.25y,价值平均法,91.84,9.22,3.587,66.7,38.51,2.68,50.04
011400,汇添富数字未来混合C,混合型-偏股,21.36,0.25y,价值平均法,93.47,10.07,3.771,66.7,39.09,-6.37,50.03
008981,中邮科技创新精选混合C,混合型-偏股,3.46,0.25y,价值平均法,91.65,9.24,3.579,66.7,38.44,2.71,49.95
008988,大成科技创新混合A,混合型-偏股,10.93,0.25y,价值平均法,93.03,9.26,3.774,66.7,38.93,-8.05,49.87
050010,博时特许价值混合A,混合型-偏股,5.6,0.25y,价值平均法,91.31,9.37,3.908,66.7,38.31,-5.21,49.83
009913,中信保诚成长动力混合A,混合型-偏股,2.05,0.25y,价值平均法,89.32,10.21,4.052,66.7,37.59,0.03,49.82
012650,博时半导体主题混合A,混合型-偏股,7.82,0.25y,价值平均法,96.77,15.33,2.884,66.7,40.27,7.65,49.78
020839,南方中证半导体产业指数发起A,指数型-股票,3.09,0.25y,价值平均法,94.95,14.18,3.354,66.7,39.62,1.42,49.77
008989,大成科技创新混合C,混合型-偏股,29.82,0.25y,价值平均法,92.78,9.27,3.766,66.7,38.84,-8.01,49.76
010622,恒越成长精选混合A,混合型-偏股,4.37,0.25y,价值平均法,93.3,15.1,3.839,66.7,39.03,-4.26,49.73
005875,易方达中盘成长混合,混合型-偏股,45.21,0.25y,价值平均法,90.36,9.12,4.031,66.7,37.97,-6.63,49.69
020840,南方中证半导体产业指数发起C,指数型-股票,3.56,0.25y,价值平均法,94.75,14.2,3.346,66.7,39.55,1.45,49.68
013722,信澳景气优选混合C,混合型-偏股,5.19,0.25y,价值平均法,93.87,10.46,3.549,66.7,39.24,-5.44,49.65
010623,恒越成长精选混合C,混合型-偏股,5.88,0.25y,价值平均法,93.07,15.11,3.832,66.7,38.95,-4.24,49.63
562950,消费电子ETF易方达,指数型-股票,6.87,0.25y,价值平均法,91.67,12.24,3.637,66.7,38.45,2.68,49.61
012651,博时半导体主题混合C,混合型-偏股,6.01,0.25y,价值平均法,96.33,15.37,2.871,66.7,40.12,7.69,49.59
021533,天弘半导体设备指数C,指数型-股票,9.07,0.25y,价值平均法,94.88,14.61,3.22,66.7,39.6,2.24,49.45
005777,广发科技动力股票,股票型,22.06,0.25y,价值平均法,98.37,11.27,4.141,33.3,40.84,-5.04,49.35
020639,广发半导体设备ETF联接A,指数型-股票,2.49,0.25y,价值平均法,94.66,14.63,3.197,66.7,39.52,2.36,49.32
020640,广发半导体设备ETF联接C,指数型-股票,20.42,0.25y,价值平均法,94.47,14.64,3.19,66.7,39.45,2.4,49.24
100055,富国全球科技互联网股票(QDII)A,QDII-普通股票,12.46,0.25y,价值平均法,83.21,5.86,4.198,66.7,35.36,0.98,49.23
501079,大成科创主题混合(LOF)A,混合型-偏股,4.61,0.25y,价值平均法,88.52,7.88,3.957,66.7,37.3,-5.79,49.21
014193,汇添富中证芯片产业指数增强发起式A,指数型-股票,11.47,0.25y,价值平均法,94.94,16.0,2.973,66.7,39.62,6.71,49.19
006128,银河和美生活混合A,混合型-偏股,2.86,0.25y,价值平均法,101.17,10.7,3.599,33.3,41.83,-5.05,49.12
005819,国泰优势行业混合A,混合型-偏股,2.08,0.25y,价值平均法,94.86,12.35,2.854,66.7,39.59,5.4,49.08
159994,通信ETF银华,指数型-股票,20.37,0.25y,价值平均法,86.96,5.86,3.897,66.7,36.74,-7.35,49.08
501225,景顺长城全球半导体芯片股票A(QDII-LOF)(人民币),QDII-普通股票,5.12,0.25y,价值平均法,89.82,11.17,3.614,66.7,37.78,3.28,49.08
012921,易方达全球成长精选混合(QDII)美元现汇A,QDII-混合偏股,37.05,0.25y,价值平均法,86.37,8.56,4.276,66.7,36.52,-5.4,49.07
016372,信澳匠心严选一年持有混合A,混合型-偏股,2.78,0.25y,价值平均法,92.25,10.33,3.536,66.7,38.65,-5.47,49.04
013369,汇添富自主核心科技一年持有混合A,混合型-偏股,3.19,0.25y,价值平均法,90.75,9.86,3.779,66.7,38.11,-7.46,48.98
010418,财通景气行业混合A,混合型-偏股,2.97,0.25y,价值平均法,90.67,10.68,3.934,66.7,38.08,-9.92,48.94
017488,嘉实信息产业股票发起式A,股票型,10.83,0.25y,价值平均法,89.69,7.93,3.788,66.7,37.73,-8.53,48.94
012923,易方达全球成长精选混合(QDII)美元现汇C,QDII-混合偏股,61.61,0.25y,价值平均法,86.05,8.55,4.263,66.7,36.4,-5.33,48.93
481015,工银主题策略混合A,混合型-偏股,8.65,0.25y,价值平均法,93.29,13.23,3.388,66.7,39.03,-3.15,48.89
021608,南方上证科创板芯片ETF发起联接C,指数型-股票,9.81,0.25y,价值平均法,92.79,13.77,3.209,66.7,38.85,3.67,48.88
016500,华夏半导体龙头混合发起A,混合型-偏股,2.18,0.25y,价值平均法,93.55,14.3,3.156,66.7,39.12,2.64,48.87
561100,消费电子ETF富国,指数型-股票,5.21,0.25y,价值平均法,89.93,12.36,3.585,66.7,37.81,2.75,48.84
016234,财通景气行业混合C,混合型-偏股,3.49,0.25y,价值平均法,90.39,10.7,3.924,66.7,37.98,-9.88,48.82
013085,申万菱信乐同混合A,混合型-偏股,5.33,0.25y,价值平均法,91.58,12.31,3.38,66.7,38.41,1.46,48.81
020464,招商中证半导体产业ETF发起式联接A,指数型-股票,2.17,0.25y,价值平均法,92.26,13.78,3.354,66.7,38.66,1.16,48.8
022364,永赢科技智选混合发起A,混合型-偏股,66.37,0.25y,价值平均法,84.09,5.94,4.241,66.7,35.68,-7.67,48.77
013312,工银主题策略混合C,混合型-偏股,2.4,0.25y,价值平均法,93.0,13.26,3.377,66.7,38.92,-3.1,48.76
016501,华夏半导体龙头混合发起C,混合型-偏股,3.66,0.25y,价值平均法,93.28,14.33,3.147,66.7,39.03,2.67,48.75
017489,嘉实信息产业股票发起式C,股票型,12.79,0.25y,价值平均法,89.27,7.94,3.775,66.7,37.58,-8.47,48.75
022184,富国全球科技互联网股票(QDII)C,QDII-普通股票,8.34,0.25y,价值平均法,82.11,5.88,4.181,66.7,34.95,0.97,48.75
013086,申万菱信乐同混合C,混合型-偏股,3.76,0.25y,价值平均法,91.35,12.33,3.371,66.7,38.33,1.51,48.7
020465,招商中证半导体产业ETF发起式联接C,指数型-股票,11.83,0.25y,价值平均法,92.01,13.8,3.345,66.7,38.57,1.19,48.69
020357,华夏半导体材料设备ETF联接C,指数型-股票,15.7,0.25y,价值平均法,92.91,14.53,3.164,66.7,38.89,2.47,48.62
022365,永赢科技智选混合发起C,混合型-偏股,108.52,0.25y,价值平均法,83.72,5.97,4.224,66.7,35.54,-7.6,48.58
014854,嘉实中证半导体指数增强发起式A,指数型-股票,8.21,0.25y,价值平均法,91.82,13.66,3.326,66.7,38.5,1.07,48.57
014855,嘉实中证半导体指数增强发起式C,指数型-股票,46.02,0.25y,价值平均法,91.66,13.67,3.32,66.7,38.44,1.09,48.5
020670,易方达科创芯片ETF联接A,指数型-股票,6.3,0.25y,价值平均法,91.83,13.86,3.196,66.7,38.5,3.7,48.5
000823,银华高端制造业混合A,混合型-灵活,2.83,0.25y,价值平均法,85.84,9.03,4.117,66.7,36.32,-4.88,48.42
020671,易方达科创芯片ETF联接C,指数型-股票,12.4,0.25y,价值平均法,91.63,13.87,3.189,66.7,38.43,3.72,48.41
159967,创业板成长ETF华夏,指数型-股票,34.86,0.25y,价值平均法,77.74,6.67,3.91,100.0,33.32,-9.2,48.4
018147,建信新兴市场混合(QDII)C,QDII-混合偏股,34.49,0.25y,价值平均法,88.97,9.44,3.464,66.7,37.47,-1.43,48.21
016664,天弘全球高端制造混合(QDII)A,QDII-混合偏股,5.61,0.25y,价值平均法,89.56,11.58,3.532,66.7,37.68,-2.25,48.17
017559,华安上证科创板芯片ETF发起式联接A,指数型-股票,4.66,0.25y,价值平均法,90.93,13.66,3.182,66.7,38.18,3.65,48.15
017469,嘉实上证科创板芯片ETF发起联接A,指数型-股票,15.98,0.25y,价值平均法,91.12,13.83,3.151,66.7,38.25,3.84,48.14
021224,华宝上证科创板芯片ETF发起式联接A,指数型-股票,2.22,0.25y,价值平均法,90.85,13.59,3.176,66.7,38.15,3.61,48.11
001513,易方达信息产业混合A,混合型-偏股,52.1,0.25y,价值平均法,85.81,9.18,4.043,66.7,36.31,-5.83,48.1
017560,华安上证科创板芯片ETF发起式联接C,指数型-股票,7.06,0.25y,价值平均法,90.8,13.68,3.177,66.7,38.13,3.67,48.09
010391,易方达战略新兴产业股票A,股票型,43.61,0.25y,价值平均法,88.5,11.15,3.725,66.7,37.3,-4.65,48.08
016665,天弘全球高端制造混合(QDII)C,QDII-混合偏股,14.25,0.25y,价值平均法,89.36,11.6,3.526,66.7,37.61,-2.23,48.08
017470,嘉实上证科创板芯片ETF发起联接C,指数型-股票,76.84,0.25y,价值平均法,90.96,13.84,3.145,66.7,38.19,3.86,48.07
020628,汇添富科创芯片ETF联接A,指数型-股票,8.99,0.25y,价值平均法,90.82,13.74,3.154,66.7,38.14,3.81,48.05
021225,华宝上证科创板芯片ETF发起式联接C,指数型-股票,5.88,0.25y,价值平均法,90.72,13.6,3.171,66.7,38.1,3.62,48.05
561600,消费电子ETF平安,指数型-股票,2.33,0.25y,价值平均法,88.11,12.38,3.529,66.7,37.15,2.8,48.03
013840,银华集成电路混合A,混合型-偏股,26.25,0.25y,价值平均法,100.94,14.58,3.141,33.3,41.75,1.22,48.02
020629,汇添富科创芯片ETF联接C,指数型-股票,21.39,0.25y,价值平均法,90.67,13.75,3.149,66.7,38.08,3.83,47.98
019024,易方达信息行业精选股票C,股票型,19.26,0.25y,价值平均法,85.98,9.5,3.962,66.7,36.37,-5.77,47.9
005851,财通新视野灵活配置混合A,混合型-灵活,6.55,0.25y,价值平均法,88.27,10.83,3.856,66.7,37.21,-9.56,47.88
009023,鹏华稳健回报混合A,混合型-偏股,5.42,0.25y,价值平均法,85.82,9.93,3.793,66.7,36.32,-0.56,47.86
017511,鹏华稳健回报混合C,混合型-偏股,5.13,0.25y,价值平均法,85.56,9.96,3.782,66.7,36.22,-0.52,47.74
588750,科创芯片ETF汇添富,指数型-股票,45.7,0.25y,价值平均法,98.99,14.41,3.166,33.3,41.06,4.6,47.73
159310,芯片ETF天弘,指数型-股票,10.54,0.25y,价值平均法,91.18,14.87,2.904,66.7,38.27,6.38,47.71
005959,财通新视野灵活配置混合C,混合型-灵活,8.29,0.25y,价值平均法,87.74,10.87,3.838,66.7,37.02,-9.48,47.64
009707,工银新兴制造混合A,混合型-偏股,36.17,0.25y,价值平均法,90.59,12.85,2.99,66.7,38.05,3.74,47.64
012456,鹏扬数字经济先锋混合A,混合型-偏股,2.62,0.25y,价值平均法,88.46,14.31,3.652,66.7,37.28,-3.79,47.62
002051,诺安创新驱动混合C,混合型-灵活,2.46,0.25y,价值平均法,89.94,13.46,3.119,66.7,37.82,3.31,47.61
011488,申万菱信乐享混合A,混合型-偏股,6.63,0.25y,价值平均法,85.68,12.58,3.866,66.7,36.27,-0.87,47.6
017745,嘉实绿色主题股票发起式C,股票型,5.31,0.25y,价值平均法,91.38,15.13,2.808,66.7,38.34,7.19,47.6
519089,新华优选成长混合,混合型-偏股,3.58,0.25y,价值平均法,84.97,9.39,3.892,66.7,36.0,-3.95,47.55
009708,工银新兴制造混合C,混合型-偏股,33.41,0.25y,价值平均法,90.28,12.88,2.98,66.7,37.94,3.77,47.5
516640,芯片ETF富国,指数型-股票,12.99,0.25y,价值平均法,90.74,14.94,2.885,66.7,38.11,6.45,47.5
159665,半导体龙头ETF工银,指数型-股票,3.83,0.25y,价值平均法,90.63,16.02,2.855,66.7,38.07,7.2,47.38
001037,国投瑞银锐意改革混合A,混合型-灵活,2.77,0.25y,价值平均法,86.78,11.99,3.733,66.7,36.67,-5.61,47.26
159599,芯片ETF东财,指数型-股票,11.11,0.25y,价值平均法,90.13,14.89,2.879,66.7,37.89,6.38,47.26
009995,嘉实创新先锋混合C,混合型-偏股,10.73,0.25y,价值平均法,96.67,12.79,3.198,33.3,40.24,5.33,47.2
